"resultado","convocatoria","escalafon","sexo","disciplina_codigo","n"
"Denegado","2019","Becas doctorales","F","KS4",35
"Denegado","2019","Becas doctorales","F","KS5",39
"Denegado","2019","Becas doctorales","F","KS6",5
"Denegado","2019","Becas doctorales","F","KS7",31
"Denegado","2019","Becas doctorales","F","KS8",16
"Denegado","2019","Becas doctorales","F","KS9",32
"Denegado","2019","Becas doctorales","F","KT1",2
"Denegado","2019","Becas doctorales","M","KA1",12
"Denegado","2019","Becas doctorales","M","KA2",10
"Denegado","2019","Becas doctorales","M","KA5",7
"Denegado","2019","Becas doctorales","M","KA6",5
"Denegado","2019","Becas doctorales","M","KA7",5
"Denegado","2019","Becas doctorales","M","KA8",4
"Denegado","2019","Becas doctorales","M","KB1",9
"Denegado","2019","Becas doctorales","M","KB2",9
"Denegado","2019","Becas doctorales","M","KB3",12
"Denegado","2019","Becas doctorales","M","KB4",3
"Denegado","2019","Becas doctorales","M","KE1",8
"Denegado","2019","Becas doctorales","M","KE2",1
"Denegado","2019","Becas doctorales","M","KE3",5
"Denegado","2019","Becas doctorales","M","KE5",2
"Denegado","2019","Becas doctorales","M","KS1",12
"Denegado","2019","Becas doctorales","M","KS2",8
"Denegado","2019","Becas doctorales","M","KS3",25
"Denegado","2019","Becas doctorales","M","KS4",21
"Denegado","2019","Becas doctorales","M","KS5",31
"Denegado","2019","Becas doctorales","M","KS6",6
"Denegado","2019","Becas doctorales","M","KS7",12
"Denegado","2019","Becas doctorales","M","KS8",5
"Denegado","2019","Becas doctorales","M","KS9",10
"Denegado","2019","Becas doctorales","M","KT1",4
"Denegado","2019","Becas externas","F","KA1",7
"Denegado","2019","Becas externas","F","KA5",8
"Denegado","2019","Becas externas","F","KA6",5
"Denegado","2019","Becas externas","F","KA7",2
"Denegado","2019","Becas externas","F","KA8",2
"Denegado","2019","Becas externas","F","KB1",2
"Denegado","2019","Becas externas","F","KB2",10
"Denegado","2019","Becas externas","F","KB3",2
"Denegado","2019","Becas externas","F","KB4",2
"Denegado","2019","Becas externas","F","KE1",2
"Denegado","2019","Becas externas","F","KE5",4
"Denegado","2019","Becas externas","F","KS1",2
"Denegado","2019","Becas externas","F","KS3",2
"Denegado","2019","Becas externas","F","KS4",4
"Denegado","2019","Becas externas","F","KS5",2
"Denegado","2019","Becas externas","F","KS7",1
"Denegado","2019","Becas externas","F","KS8",2
"Denegado","2019","Becas externas","F","KT1",2
"Denegado","2019","Becas externas","F","ND",11
"Denegado","2019","Becas externas","M","KA1",1
"Denegado","2019","Becas externas","M","KA2",6
"Denegado","2019","Becas externas","M","KA5",3
"Denegado","2019","Becas externas","M","KA6",1
"Denegado","2019","Becas externas","M","KA7",2
"Denegado","2019","Becas externas","M","KA8",1
"Denegado","2019","Becas externas","M","KB1",2
"Denegado","2019","Becas externas","M","KB2",13
"Denegado","2019","Becas externas","M","KB3",2
"Denegado","2019","Becas externas","M","KE1",3
"Denegado","2019","Becas externas","M","KE2",2
"Denegado","2019","Becas externas","M","KE3",3
"Denegado","2019","Becas externas","M","KE5",3
"Denegado","2019","Becas externas","M","KS1",1
"Denegado","2019","Becas externas","M","KS2",1
"Denegado","2019","Becas externas","M","KS3",1
"Denegado","2019","Becas externas","M","KS4",1
"Denegado","2019","Becas externas","M","KS5",3
"Denegado","2019","Becas externas","M","KS7",3
"Denegado","2019","Becas externas","M","KS8",2
"Denegado","2019","Becas externas","M","KS9",1
"Denegado","2019","Becas externas","M","ND",14
"Denegado","2019","Becas postdoctorales","F","KA1",28
"Denegado","2019","Becas postdoctorales","F","KA2",1
"Denegado","2019","Becas postdoctorales","F","KA3",2
"Denegado","2019","Becas postdoctorales","F","KA4",1
"Denegado","2019","Becas postdoctorales","F","KA5",5
"Denegado","2019","Becas postdoctorales","F","KA6",9
"Denegado","2019","Becas postdoctorales","F","KA7",11
"Denegado","2019","Becas postdoctorales","F","KA8",6
"Denegado","2019","Becas postdoctorales","F","KB1",16
"Denegado","2019","Becas postdoctorales","F","KB2",45
"Denegado","2019","Becas postdoctorales","F","KB3",10
"Denegado","2019","Becas postdoctorales","F","KB4",9
"Denegado","2019","Becas postdoctorales","F","KE1",19
"Denegado","2019","Becas postdoctorales","F","KE3",3
"Denegado","2019","Becas postdoctorales","F","KE4",1
"Denegado","2019","Becas postdoctorales","F","KE5",14
"Denegado","2019","Becas postdoctorales","F","KS1",10
"Denegado","2019","Becas postdoctorales","F","KS2",11
"Denegado","2019","Becas postdoctorales","F","KS3",6
"Denegado","2019","Becas postdoctorales","F","KS4",13
"Denegado","2019","Becas postdoctorales","F","KS5",30
"Denegado","2019","Becas postdoctorales","F","KS6",3
"Denegado","2019","Becas postdoctorales","F","KS7",14
"Denegado","2019","Becas postdoctorales","F","KS8",6
"Denegado","2019","Becas postdoctorales","F","KS9",8
"Denegado","2019","Becas postdoctorales","F","KT1",2
"Denegado","2019","Becas postdoctorales","M","KA1",7
"Denegado","2019","Becas postdoctorales","M","KA2",5
"Denegado","2019","Becas postdoctorales","M","KA3",2
"Denegado","2019","Becas postdoctorales","M","KA4",1
"Denegado","2019","Becas postdoctorales","M","KA5",3
"Denegado","2019","Becas postdoctorales","M","KA6",2
"Denegado","2019","Becas postdoctorales","M","KA7",5
"Denegado","2019","Becas postdoctorales","M","KA8",5
"Denegado","2019","Becas postdoctorales","M","KB1",3
"Denegado","2019","Becas postdoctorales","M","KB2",15
"Denegado","2019","Becas postdoctorales","M","KB3",7
"Denegado","2019","Becas postdoctorales","M","KB4",1
"Denegado","2019","Becas postdoctorales","M","KE1",3
"Denegado","2019","Becas postdoctorales","M","KE2",2
"Denegado","2019","Becas postdoctorales","M","KE3",6
"Denegado","2019","Becas postdoctorales","M","KE4",4
"Denegado","2019","Becas postdoctorales","M","KE5",10
"Denegado","2019","Becas postdoctorales","M","KS1",10
"Denegado","2019","Becas postdoctorales","M","KS2",7
"Denegado","2019","Becas postdoctorales","M","KS3",13
"Denegado","2019","Becas postdoctorales","M","KS4",5
"Denegado","2019","Becas postdoctorales","M","KS5",15
"Denegado","2019","Becas postdoctorales","M","KS6",4
"Denegado","2019","Becas postdoctorales","M","KS7",6
"Denegado","2019","Becas postdoctorales","M","KS8",2
"Denegado","2019","Becas postdoctorales","M","KS9",1
"Denegado","2019",NA,"F","KA1",32
"Denegado","2019",NA,"F","KA2",6
"Denegado","2019",NA,"F","KA3",1
"Denegado","2019",NA,"F","KA4",3
"Denegado","2019",NA,"F","KA5",12
"Denegado","2019",NA,"F","KA6",7
"Denegado","2019",NA,"F","KA7",18
"Denegado","2019",NA,"F","KA8",16
"Denegado","2019",NA,"F","KB1",27
"Denegado","2019",NA,"F","KB2",17
"Denegado","2019",NA,"F","KB3",8
"Denegado","2019",NA,"F","KB4",10
"Denegado","2019",NA,"F","KE1",16
"Denegado","2019",NA,"F","KE2",2
"Denegado","2019",NA,"F","KE3",4
"Denegado","2019",NA,"F","KE4",1
"Denegado","2019",NA,"F","KE5",11
"Denegado","2019",NA,"F","KS1",13
"Denegado","2019",NA,"F","KS2",1
"Denegado","2019",NA,"F","KS3",1
"Denegado","2019",NA,"F","KS4",8
"Denegado","2019",NA,"F","KS5",32
"Denegado","2019",NA,"F","KS6",7
"Denegado","2019",NA,"F","KS7",7
"Denegado","2019",NA,"F","KS8",5
"Denegado","2019",NA,"F","KS9",12
"Denegado","2019",NA,"F","KT1",3
"Denegado","2019",NA,"M","KA1",19
"Denegado","2019",NA,"M","KA2",12
"Denegado","2019",NA,"M","KA3",1
"Denegado","2019",NA,"M","KA4",8
"Denegado","2019",NA,"M","KA5",5
"Denegado","2019",NA,"M","KA6",5
"Denegado","2019",NA,"M","KA7",13
"Denegado","2019",NA,"M","KA8",3
"Denegado","2019",NA,"M","KB1",10
"Denegado","2019",NA,"M","KB2",11
"Denegado","2019",NA,"M","KB3",5
"Denegado","2019",NA,"M","KB4",4
"Denegado","2019",NA,"M","KE1",6
"Denegado","2019",NA,"M","KE2",3
"Denegado","2019",NA,"M","KE3",7
"Denegado","2019",NA,"M","KE5",4
"Denegado","2019",NA,"M","KS1",15
"Denegado","2019",NA,"M","KS3",2
"Denegado","2019",NA,"M","KS4",7
"Denegado","2019",NA,"M","KS5",13
"Denegado","2019",NA,"M","KS6",4
"Denegado","2019",NA,"M","KS7",3
"Denegado","2019",NA,"M","KS8",3
"Denegado","2019",NA,"M","KS9",4
"Denegado","2019",NA,"M","KT1",2
"Denegado","2020","Becas doctorales","F","KA1",53
"Denegado","2020","Becas doctorales","F","KA2",8
"Denegado","2020","Becas doctorales","F","KA3",13
"Denegado","2020","Becas doctorales","F","KA4",1
"Denegado","2020","Becas doctorales","F","KA5",24
"Denegado","2020","Becas doctorales","F","KA6",11
"Denegado","2020","Becas doctorales","F","KA7",29
"Denegado","2020","Becas doctorales","F","KA8",24
"Denegado","2020","Becas doctorales","F","KB1",60
"Denegado","2020","Becas doctorales","F","KB2",55
"Denegado","2020","Becas doctorales","F","KB3",49
"Denegado","2020","Becas doctorales","F","KB4",16
"Denegado","2020","Becas doctorales","F","KE1",34
"Denegado","2020","Becas doctorales","F","KE2",7
"Denegado","2020","Becas doctorales","F","KE3",9
"Denegado","2020","Becas doctorales","F","KE5",20
"Denegado","2020","Becas doctorales","F","KS1",50
"Denegado","2020","Becas doctorales","F","KS2",82
"Denegado","2020","Becas doctorales","F","KS3",26
"Denegado","2020","Becas doctorales","F","KS4",54
"Denegado","2020","Becas doctorales","F","KS5",139
"Denegado","2020","Becas doctorales","F","KS6",13
"Denegado","2020","Becas doctorales","F","KS7",77
"Denegado","2020","Becas doctorales","F","KS8",22
"Denegado","2020","Becas doctorales","F","KS9",58
"Denegado","2020","Becas doctorales","F","KT1",1
"Denegado","2020","Becas doctorales","M","KA1",28
"Denegado","2020","Becas doctorales","M","KA2",27
"Denegado","2020","Becas doctorales","M","KA3",10
"Denegado","2020","Becas doctorales","M","KA4",4
"Denegado","2020","Becas doctorales","M","KA5",15
"Denegado","2020","Becas doctorales","M","KA6",16
"Denegado","2020","Becas doctorales","M","KA7",15
"Denegado","2020","Becas doctorales","M","KA8",12
"Denegado","2020","Becas doctorales","M","KB1",20
"Denegado","2020","Becas doctorales","M","KB2",27
"Denegado","2020","Becas doctorales","M","KB3",16
"Denegado","2020","Becas doctorales","M","KB4",5
"Denegado","2020","Becas doctorales","M","KE1",16
"Denegado","2020","Becas doctorales","M","KE2",5
"Denegado","2020","Becas doctorales","M","KE3",12
"Denegado","2020","Becas doctorales","M","KE4",4
"Denegado","2020","Becas doctorales","M","KE5",10
"Denegado","2020","Becas doctorales","M","KS1",52
"Denegado","2020","Becas doctorales","M","KS2",29
"Denegado","2020","Becas doctorales","M","KS3",47
"Denegado","2020","Becas doctorales","M","KS4",48
"Denegado","2020","Becas doctorales","M","KS5",70
"Denegado","2020","Becas doctorales","M","KS6",14
"Denegado","2020","Becas doctorales","M","KS7",30
"Denegado","2020","Becas doctorales","M","KS8",9
"Denegado","2020","Becas doctorales","M","KS9",18
"Denegado","2020","Becas doctorales","M","KT1",2
"Denegado","2020","Becas externas","F","KA1",8
"Denegado","2020","Becas externas","F","KA2",1
"Denegado","2020","Becas externas","F","KA5",5
"Denegado","2020","Becas externas","F","KA6",2
"Denegado","2020","Becas externas","F","KA7",1
"Denegado","2020","Becas externas","F","KA8",3
"Denegado","2020","Becas externas","F","KB1",3
"Denegado","2020","Becas externas","F","KB2",9
"Denegado","2020","Becas externas","F","KB3",4
"Denegado","2020","Becas externas","F","KB4",1
"Denegado","2020","Becas externas","F","KE1",2
"Denegado","2020","Becas externas","F","KE2",1
"Denegado","2020","Becas externas","F","KE4",1
"Denegado","2020","Becas externas","F","KE5",3
"Denegado","2020","Becas externas","F","KS1",1
"Denegado","2020","Becas externas","F","KS3",2
"Denegado","2020","Becas externas","F","KS4",4
"Denegado","2020","Becas externas","F","KS5",4
"Denegado","2020","Becas externas","F","KS7",1
"Denegado","2020","Becas externas","F","KS8",1
"Denegado","2020","Becas externas","F","KS9",2
"Denegado","2020","Becas externas","F","ND",2
"Denegado","2020","Becas externas","M","KA1",2
"Denegado","2020","Becas externas","M","KA2",2
"Denegado","2020","Becas externas","M","KA3",3
"Denegado","2020","Becas externas","M","KA5",5
"Denegado","2020","Becas externas","M","KA6",1
"Denegado","2020","Becas externas","M","KA7",5
"Denegado","2020","Becas externas","M","KB1",3
"Denegado","2020","Becas externas","M","KB2",10
"Denegado","2020","Becas externas","M","KB3",3
"Denegado","2020","Becas externas","M","KE1",6
"Denegado","2020","Becas externas","M","KE2",3
"Denegado","2020","Becas externas","M","KE3",1
"Denegado","2020","Becas externas","M","KE5",5
"Denegado","2020","Becas externas","M","KS2",1
"Denegado","2020","Becas externas","M","KS3",2
"Denegado","2020","Becas externas","M","KS4",1
"Denegado","2020","Becas externas","M","KS5",4
"Denegado","2020","Becas externas","M","KS7",1
"Denegado","2020","Becas externas","M","KT1",4
"Denegado","2020","Becas externas","M","ND",6
"Denegado","2020","Becas postdoctorales","F","KA1",29
"Denegado","2020","Becas postdoctorales","F","KA3",1
"Denegado","2020","Becas postdoctorales","F","KA4",1
"Denegado","2020","Becas postdoctorales","F","KA5",7
"Denegado","2020","Becas postdoctorales","F","KA6",6
"Denegado","2020","Becas postdoctorales","F","KA7",21
"Denegado","2020","Becas postdoctorales","F","KA8",7
"Denegado","2020","Becas postdoctorales","F","KB1",16
"Denegado","2020","Becas postdoctorales","F","KB2",25
"Denegado","2020","Becas postdoctorales","F","KB3",12
"Denegado","2020","Becas postdoctorales","F","KB4",7
"Denegado","2020","Becas postdoctorales","F","KE1",8
"Denegado","2020","Becas postdoctorales","F","KE2",1
"Denegado","2020","Becas postdoctorales","F","KE5",7
"Denegado","2020","Becas postdoctorales","F","KS1",8
"Denegado","2020","Becas postdoctorales","F","KS2",22
"Denegado","2020","Becas postdoctorales","F","KS3",10
"Denegado","2020","Becas postdoctorales","F","KS4",21
"Denegado","2020","Becas postdoctorales","F","KS5",43
"Denegado","2020","Becas postdoctorales","F","KS6",7
"Denegado","2020","Becas postdoctorales","F","KS7",23
"Denegado","2020","Becas postdoctorales","F","KS8",11
"Denegado","2020","Becas postdoctorales","F","KS9",17
"Denegado","2020","Becas postdoctorales","F","KT1",3
"Denegado","2020","Becas postdoctorales","M","KA1",13
"Denegado","2020","Becas postdoctorales","M","KA2",3
"Denegado","2020","Becas postdoctorales","M","KA3",2
"Denegado","2020","Becas postdoctorales","M","KA5",3
"Denegado","2020","Becas postdoctorales","M","KA6",4
"Denegado","2020","Becas postdoctorales","M","KA7",1
"Denegado","2020","Becas postdoctorales","M","KA8",2
"Denegado","2020","Becas postdoctorales","M","KB1",6
"Denegado","2020","Becas postdoctorales","M","KB2",15
"Denegado","2020","Becas postdoctorales","M","KB3",8
"Denegado","2020","Becas postdoctorales","M","KE1",4
"Denegado","2020","Becas postdoctorales","M","KE2",1
"Denegado","2020","Becas postdoctorales","M","KE3",3
"Denegado","2020","Becas postdoctorales","M","KE5",6
"Denegado","2020","Becas postdoctorales","M","KS1",15
"Denegado","2020","Becas postdoctorales","M","KS2",7
"Denegado","2020","Becas postdoctorales","M","KS3",16
"Denegado","2020","Becas postdoctorales","M","KS4",18
"Denegado","2020","Becas postdoctorales","M","KS5",25
"Denegado","2020","Becas postdoctorales","M","KS6",3
"Denegado","2020","Becas postdoctorales","M","KS7",12
"Denegado","2020","Becas postdoctorales","M","KS8",3
"Denegado","2020","Becas postdoctorales","M","KS9",10
"Denegado","2020",NA,"F","KA1",25
"Denegado","2020",NA,"F","KA2",8
"Denegado","2020",NA,"F","KA3",4
"Denegado","2020",NA,"F","KA5",12
"Denegado","2020",NA,"F","KA6",10
"Denegado","2020",NA,"F","KA7",27
"Denegado","2020",NA,"F","KA8",16
"Denegado","2020",NA,"F","KB1",20
"Denegado","2020",NA,"F","KB2",20
"Denegado","2020",NA,"F","KB3",9
"Denegado","2020",NA,"F","KB4",5
"Denegado","2020",NA,"F","KE1",11
"Denegado","2020",NA,"F","KE2",1
"Denegado","2020",NA,"F","KE3",3
"Denegado","2020",NA,"F","KE5",5
"Denegado","2020",NA,"F","KS1",19
"Denegado","2020",NA,"F","KS2",3
"Denegado","2020",NA,"F","KS3",3
"Denegado","2020",NA,"F","KS4",16
"Denegado","2020",NA,"F","KS5",49
"Denegado","2020",NA,"F","KS6",8
"Denegado","2020",NA,"F","KS7",29
"Denegado","2020",NA,"F","KS8",11
"Denegado","2020",NA,"F","KS9",22
"Denegado","2020",NA,"F","KT1",7
"Denegado","2020",NA,"M","KA1",22
"Denegado","2020",NA,"M","KA2",16
"Denegado","2020",NA,"M","KA4",5
"Denegado","2020",NA,"M","KA5",5
"Denegado","2020",NA,"M","KA6",9
"Denegado","2020",NA,"M","KA7",12
"Denegado","2020",NA,"M","KA8",4
"Denegado","2020",NA,"M","KB1",12
"Denegado","2020",NA,"M","KB2",11
"Denegado","2020",NA,"M","KB3",6
"Denegado","2020",NA,"M","KB4",1
"Denegado","2020",NA,"M","KE1",14
"Denegado","2020",NA,"M","KE2",1
"Denegado","2020",NA,"M","KE3",7
"Denegado","2020",NA,"M","KE5",4
"Denegado","2020",NA,"M","KS1",11
"Denegado","2020",NA,"M","KS2",2
"Denegado","2020",NA,"M","KS3",1
"Denegado","2020",NA,"M","KS4",11
"Denegado","2020",NA,"M","KS5",29
"Denegado","2020",NA,"M","KS6",5
"Denegado","2020",NA,"M","KS7",11
"Denegado","2020",NA,"M","KS8",3
"Denegado","2020",NA,"M","KS9",4
"Denegado","2020",NA,"M","KT1",5
"Denegado","2021","Becas doctorales","F","KA1",34
"Denegado","2021","Becas doctorales","F","KA2",2
"Denegado","2021","Becas doctorales","F","KA3",19
"Denegado","2021","Becas doctorales","F","KA5",18
"Denegado","2021","Becas doctorales","F","KA6",10
"Denegado","2021","Becas doctorales","F","KA7",28
"Denegado","2021","Becas doctorales","F","KA8",16
"Denegado","2021","Becas doctorales","F","KB1",45
"Denegado","2021","Becas doctorales","F","KB2",73
"Denegado","2021","Becas doctorales","F","KB3",42
"Denegado","2021","Becas doctorales","F","KB4",11
"Denegado","2021","Becas doctorales","F","KE1",13
"Denegado","2021","Becas doctorales","F","KE5",3
"Denegado","2021","Becas doctorales","F","KS1",39
"Denegado","2021","Becas doctorales","F","KS2",73
"Denegado","2021","Becas doctorales","F","KS3",25
"Denegado","2021","Becas doctorales","F","KS4",41
"Denegado","2021","Becas doctorales","F","KS5",110
"Denegado","2021","Becas doctorales","F","KS6",16
"Denegado","2021","Becas doctorales","F","KS7",61
"Denegado","2021","Becas doctorales","F","KS8",16
"Denegado","2021","Becas doctorales","F","KS9",38
"Denegado","2021","Becas doctorales","F","KT1",2
"Denegado","2021","Becas doctorales","M","KA1",22
"Denegado","2021","Becas doctorales","M","KA2",11
"Denegado","2021","Becas doctorales","M","KA3",7
"Denegado","2021","Becas doctorales","M","KA5",7
"Denegado","2021","Becas doctorales","M","KA6",7
"Denegado","2021","Becas doctorales","M","KA7",13
"Denegado","2021","Becas doctorales","M","KA8",8
"Denegado","2021","Becas doctorales","M","KB1",21
"Denegado","2021","Becas doctorales","M","KB2",37
"Denegado","2021","Becas doctorales","M","KB3",19
"Denegado","2021","Becas doctorales","M","KB4",6
"Denegado","2021","Becas doctorales","M","KE1",12
"Denegado","2021","Becas doctorales","M","KE3",4
"Denegado","2021","Becas doctorales","M","KE4",2
"Denegado","2021","Becas doctorales","M","KE5",3
"Denegado","2021","Becas doctorales","M","KS1",38
"Denegado","2021","Becas doctorales","M","KS2",35
"Denegado","2021","Becas doctorales","M","KS3",44
"Denegado","2021","Becas doctorales","M","KS4",42
"Denegado","2021","Becas doctorales","M","KS5",47
"Denegado","2021","Becas doctorales","M","KS6",11
"Denegado","2021","Becas doctorales","M","KS7",24
"Denegado","2021","Becas doctorales","M","KS8",7
"Denegado","2021","Becas doctorales","M","KS9",22
"Denegado","2021","Becas doctorales","M","KT1",2
"Denegado","2021","Becas externas","F","KA1",5
"Denegado","2021","Becas externas","F","KA2",1
"Denegado","2021","Becas externas","F","KA3",3
"Denegado","2021","Becas externas","F","KA5",2
"Denegado","2021","Becas externas","F","KA6",1
"Denegado","2021","Becas externas","F","KA7",3
"Denegado","2021","Becas externas","F","KA8",2
"Denegado","2021","Becas externas","F","KB1",1
"Denegado","2021","Becas externas","F","KB2",10
"Denegado","2021","Becas externas","F","KB3",3
"Denegado","2021","Becas externas","F","KE1",4
"Denegado","2021","Becas externas","F","KE3",1
"Denegado","2021","Becas externas","F","KE5",4
"Denegado","2021","Becas externas","F","KS1",3
"Denegado","2021","Becas externas","F","KS2",1
"Denegado","2021","Becas externas","F","KS3",1
"Denegado","2021","Becas externas","F","KS4",4
"Denegado","2021","Becas externas","F","KS5",1
"Denegado","2021","Becas externas","F","KS8",2
"Denegado","2021","Becas externas","F","KS9",3
"Denegado","2021","Becas externas","F","KT1",1
"Denegado","2021","Becas externas","F","ND",2
"Denegado","2021","Becas externas","M","KA2",1
"Denegado","2021","Becas externas","M","KA4",1
"Denegado","2021","Becas externas","M","KA5",3
"Denegado","2021","Becas externas","M","KA6",1
"Denegado","2021","Becas externas","M","KA7",1
"Denegado","2021","Becas externas","M","KB2",7
"Denegado","2021","Becas externas","M","KB3",1
"Denegado","2021","Becas externas","M","KE1",2
"Denegado","2021","Becas externas","M","KE2",3
"Denegado","2021","Becas externas","M","KE3",5
"Denegado","2021","Becas externas","M","KE5",4
"Denegado","2021","Becas externas","M","KS1",4
"Denegado","2021","Becas externas","M","KS2",1
"Denegado","2021","Becas externas","M","KS3",1
"Denegado","2021","Becas externas","M","KS4",3
"Denegado","2021","Becas externas","M","KS5",1
"Denegado","2021","Becas externas","M","KS7",1
"Denegado","2021","Becas externas","M","KT1",3
"Denegado","2021","Becas externas","M","ND",8
"Denegado","2021","Becas postdoctorales","F","KA1",42
"Denegado","2021","Becas postdoctorales","F","KA2",4
"Denegado","2021","Becas postdoctorales","F","KA3",4
"Denegado","2021","Becas postdoctorales","F","KA5",7
"Denegado","2021","Becas postdoctorales","F","KA6",21
"Denegado","2021","Becas postdoctorales","F","KA7",21
"Denegado","2021","Becas postdoctorales","F","KA8",15
"Denegado","2021","Becas postdoctorales","F","KB1",35
"Denegado","2021","Becas postdoctorales","F","KB2",63
"Denegado","2021","Becas postdoctorales","F","KB3",19
"Denegado","2021","Becas postdoctorales","F","KB4",10
"Denegado","2021","Becas postdoctorales","F","KE1",18
"Denegado","2021","Becas postdoctorales","F","KE3",3
"Denegado","2021","Becas postdoctorales","F","KE4",2
"Denegado","2021","Becas postdoctorales","F","KE5",4
"Denegado","2021","Becas postdoctorales","F","KS1",16
"Denegado","2021","Becas postdoctorales","F","KS2",32
"Denegado","2021","Becas postdoctorales","F","KS3",13
"Denegado","2021","Becas postdoctorales","F","KS4",25
"Denegado","2021","Becas postdoctorales","F","KS5",56
"Denegado","2021","Becas postdoctorales","F","KS6",10
"Denegado","2021","Becas postdoctorales","F","KS7",20
"Denegado","2021","Becas postdoctorales","F","KS8",17
"Denegado","2021","Becas postdoctorales","F","KS9",20
"Denegado","2021","Becas postdoctorales","F","KT1",1
"Denegado","2021","Becas postdoctorales","M","KA1",16
"Denegado","2021","Becas postdoctorales","M","KA2",7
"Denegado","2021","Becas postdoctorales","M","KA3",5
"Denegado","2021","Becas postdoctorales","M","KA5",5
"Denegado","2021","Becas postdoctorales","M","KA6",7
"Denegado","2021","Becas postdoctorales","M","KA7",7
"Denegado","2021","Becas postdoctorales","M","KA8",7
"Denegado","2021","Becas postdoctorales","M","KB1",14
"Denegado","2021","Becas postdoctorales","M","KB2",27
"Denegado","2021","Becas postdoctorales","M","KB3",14
"Denegado","2021","Becas postdoctorales","M","KB4",1
"Denegado","2021","Becas postdoctorales","M","KE1",12
"Denegado","2021","Becas postdoctorales","M","KE2",3
"Denegado","2021","Becas postdoctorales","M","KE3",5
"Denegado","2021","Becas postdoctorales","M","KE4",2
"Denegado","2021","Becas postdoctorales","M","KE5",10
"Denegado","2021","Becas postdoctorales","M","KS1",11
"Denegado","2021","Becas postdoctorales","M","KS2",13
"Denegado","2021","Becas postdoctorales","M","KS3",19
"Denegado","2021","Becas postdoctorales","M","KS4",30
"Denegado","2021","Becas postdoctorales","M","KS5",33
"Denegado","2021","Becas postdoctorales","M","KS6",5
"Denegado","2021","Becas postdoctorales","M","KS7",11
"Denegado","2021","Becas postdoctorales","M","KS8",3
"Denegado","2021","Becas postdoctorales","M","KS9",7
"Denegado","2021","Becas postdoctorales","M","KT1",3
"Denegado","2021",NA,"F","KA1",11
"Denegado","2021",NA,"F","KA2",3
"Denegado","2021",NA,"F","KA3",2
"Denegado","2021",NA,"F","KA5",3
"Denegado","2021",NA,"F","KA6",3
"Denegado","2021",NA,"F","KA7",17
"Denegado","2021",NA,"F","KA8",7
"Denegado","2021",NA,"F","KB1",9
"Denegado","2021",NA,"F","KB2",7
"Denegado","2021",NA,"F","KB3",6
"Denegado","2021",NA,"F","KB4",7
"Denegado","2021",NA,"F","KE1",15
"Denegado","2021",NA,"F","KE3",2
"Denegado","2021",NA,"F","KE5",2
"Denegado","2021",NA,"F","KS1",9
"Denegado","2021",NA,"F","KS2",7
"Denegado","2021",NA,"F","KS3",2
"Denegado","2021",NA,"F","KS4",7
"Denegado","2021",NA,"F","KS5",49
"Denegado","2021",NA,"F","KS6",5
"Denegado","2021",NA,"F","KS7",16
"Denegado","2021",NA,"F","KS8",6
"Denegado","2021",NA,"F","KS9",21
"Denegado","2021",NA,"F","KT1",4
"Denegado","2021",NA,"M","KA1",7
"Denegado","2021",NA,"M","KA2",8
"Denegado","2021",NA,"M","KA4",5
"Denegado","2021",NA,"M","KA5",2
"Denegado","2021",NA,"M","KA6",2
"Denegado","2021",NA,"M","KA7",7
"Denegado","2021",NA,"M","KA8",2
"Denegado","2021",NA,"M","KB1",2
"Denegado","2021",NA,"M","KB2",6
"Denegado","2021",NA,"M","KB3",3
"Denegado","2021",NA,"M","KE1",3
"Denegado","2021",NA,"M","KE2",1
"Denegado","2021",NA,"M","KE3",2
"Denegado","2021",NA,"M","KS1",11
"Denegado","2021",NA,"M","KS2",3
"Denegado","2021",NA,"M","KS4",4
"Denegado","2021",NA,"M","KS5",18
"Denegado","2021",NA,"M","KS6",3
"Denegado","2021",NA,"M","KS7",5
"Denegado","2021",NA,"M","KS8",2
"Denegado","2021",NA,"M","KS9",5
"Denegado","2021",NA,"M","KT1",4
"Denegado","2022","Becas doctorales","F","KA1",19
"Denegado","2022","Becas doctorales","F","KA2",5
"Denegado","2022","Becas doctorales","F","KA3",10
"Denegado","2022","Becas doctorales","F","KA4",3
"Denegado","2022","Becas doctorales","F","KA5",8
"Denegado","2022","Becas doctorales","F","KA6",12
"Denegado","2022","Becas doctorales","F","KA7",13
"Denegado","2022","Becas doctorales","F","KA8",12
"Denegado","2022","Becas doctorales","F","KB1",39
"Denegado","2022","Becas doctorales","F","KB2",56
"Denegado","2022","Becas doctorales","F","KB3",42
"Denegado","2022","Becas doctorales","F","KB4",8
"Denegado","2022","Becas doctorales","F","KE1",13
"Denegado","2022","Becas doctorales","F","KE2",2
"Denegado","2022","Becas doctorales","F","KE3",3
"Denegado","2022","Becas doctorales","F","KE5",7
"Denegado","2022","Becas doctorales","F","KS1",30
"Denegado","2022","Becas doctorales","F","KS10",19
"Denegado","2022","Becas doctorales","F","KS2",56
"Denegado","2022","Becas doctorales","F","KS3",17
"Denegado","2022","Becas doctorales","F","KS4",40
"Denegado","2022","Becas doctorales","F","KS5",67
"Denegado","2022","Becas doctorales","F","KS6",7
"Denegado","2022","Becas doctorales","F","KS7",25
"Denegado","2022","Becas doctorales","F","KS8",20
"Denegado","2022","Becas doctorales","F","KS9",24
